"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ConnectionReceivedId","ConnectionSentId","nFORCE__Label__c","nFORCE__Order__c","nFORCE__Question__c","nFORCE__lookupKey__c","nFORCE__Api_Value__c","nFORCE__Is_Default__c"
"a2z6g0000005pYDAAY","0056g000003hlBjAAI","","O-000125","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Online Bill Pay","6.0","a306g0000001spLAAQ","650843030964174921","","false"
"a2z6g0000005pYEAAY","0056g000003hlBjAAI","","O-000127","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Other","8.0","a306g0000001spLAAQ","810774187090758890","","false"
"a2z6g0000005pYFAAY","0056g000003hlBjAAI","","O-000148","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Rent","6.0","a306g0000001spQAAQ","283080958802481551","","false"
"a2z6g0000005pYGAAY","0056g000003hlBjAAI","","O-000128","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","0-3 a year","1.0","a306g0000001spMAAQ","792613389282971882","","false"
"a2z6g0000005pYHAAY","0056g000003hlBjAAI","","O-000156","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","No","2.0","a306g0000001spSAAQ","032358146071396766","","false"
"a2z6g0000005pYIAAY","0056g000003hlBjAAI","","O-000129","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","4-7 ayear","2.0","a306g0000001spMAAQ","746072828512652237","","false"
"a2z6g0000005pYJAAY","0056g000003hlBjAAI","","O-000130","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","more than 7 a year","3.0","a306g0000001spMAAQ","267641983629359079","","false"
"a2z6g0000005pYKAAY","0056g000003hlBjAAI","","O-000131","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Yes","1.0","a306g0000001spNAAQ","539746559580927279","","false"
"a2z6g0000005pYLAAY","0056g000003hlBjAAI","","O-000132","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","No","2.0","a306g0000001spNAAQ","270545934887381524","","false"
"a2z6g0000005pYMAAY","0056g000003hlBjAAI","","O-000133","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Less than $3,000","1.0","a306g0000001spOAAQ","862431189100156429","","false"
"a2z6g0000005pYNAAY","0056g000003hlBjAAI","","O-000134","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","$3,000 - $9,999","2.0","a306g0000001spOAAQ","954974032724459769","","false"
"a2z6g0000005pYOAAY","0056g000003hlBjAAI","","O-000135","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","$10,000 - $50,000","3.0","a306g0000001spOAAQ","540689886682522966","","false"
"a2z6g0000005pYPAAY","0056g000003hlBjAAI","","O-000136","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Greater than $50,000","4.0","a306g0000001spOAAQ","720678118639398061","","false"
"a2z6g0000005pYQAAY","0056g000003hlBjAAI","","O-000146","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Utilities","4.0","a306g0000001spQAAQ","010602627414128603","","false"
"a2z6g0000005pYRAAY","0056g000003hlBjAAI","","O-000137","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","ATM","1.0","a306g0000001spPAAQ","881426736985862817","","false"
"a2z6g0000005pYSAAY","0056g000003hlBjAAI","","O-000138","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Direct deposit","2.0","a306g0000001spPAAQ","257546983577986349","","false"
"a2z6g0000005pYTAAY","0056g000003hlBjAAI","","O-000139","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Mobile deposit","3.0","a306g0000001spPAAQ","444737441358535604","","false"
"a2z6g0000005pYUAAY","0056g000003hlBjAAI","","O-000140","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Teller","4.0","a306g0000001spPAAQ","539802785122442882","","false"
"a2z6g0000005pYVAAY","0056g000003hlBjAAI","","O-000141","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Wire transfer","5.0","a306g0000001spPAAQ","717138444548602790","","false"
"a2z6g0000005pYWAAY","0056g000003hlBjAAI","","O-000142","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Other","6.0","a306g0000001spPAAQ","457657593852448456","","false"
"a2z6g0000005pYXAAY","0056g000003hlBjAAI","","O-000143","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Auto","1.0","a306g0000001spQAAQ","243763228692487796","","false"
"a2z6g0000005pYYAAY","0056g000003hlBjAAI","","O-000144","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Credit card","2.0","a306g0000001spQAAQ","045853338215918027","","false"
"a2z6g0000005pYZAAY","0056g000003hlBjAAI","","O-000145","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Loans","3.0","a306g0000001spQAAQ","273037936602942946","","false"
"a2z6g0000005pYaAAI","0056g000003hlBjAAI","","O-000147","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Mortgage","5.0","a306g0000001spQAAQ","407869123263838077","","false"
"a2z6g0000005pYbAAI","0056g000003hlBjAAI","","O-000149","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Insurance","7.0","a306g0000001spQAAQ","168011776329472013","","false"
"a2z6g0000005pYcAAI","0056g000003hlBjAAI","","O-000150","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Student loan","8.0","a306g0000001spQAAQ","186958968126203046","","false"
"a2z6g0000005pYdAAI","0056g000003hlBjAAI","","O-000151","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","None","9.0","a306g0000001spQAAQ","273511853344780837","","false"
"a2z6g0000005pYeAAI","0056g000003hlBjAAI","","O-000152","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Other","10.0","a306g0000001spQAAQ","939957890930053301","","false"
"a2z6g0000005pYfAAI","0056g000003hlBjAAI","","O-000153","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Yes","1.0","a306g0000001spRAAQ","148863829171859675","","false"
"a2z6g0000005pYgAAI","0056g000003hlBjAAI","","O-000155","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Yes","1.0","a306g0000001spSAAQ","032459992920606313","","false"
"a2z6g0000005pYhAAI","0056g000003hlBjAAI","","O-000157","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Yes","1.0","a306g0000001spTAAQ","532937582722614838","","false"
"a2z6g0000005pYiAAI","0056g000003hlBjAAI","","O-000158","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","No","2.0","a306g0000001spTAAQ","557207226050666434","","false"
"a2z6g0000005pYjAAI","0056g000003hlBjAAI","","O-000159","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Yes","1.0","a306g0000001sp7AAA","518128084784284489","","false"
"a2z6g0000005pYkAAI","0056g000003hlBjAAI","","O-000160","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","No","2.0","a306g0000001sp7AAA","908677638143717063","","false"
"a2z6g0000005pYlAAI","0056g000003hlBjAAI","","O-000161","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","$0 - $250,000","1.0","a306g0000001sozAAA","808232955383162332","","false"
"a2z6g0000005pYmAAI","0056g000003hlBjAAI","","O-000162","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","$250,001 - $500,000","2.0","a306g0000001sozAAA","115099053626886183","","false"
"a2z6g0000005pYnAAI","0056g000003hlBjAAI","","O-000165","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","0 - 250,000","1.0","a306g0000001sp0AAA","365800373500940618","","false"
"a2z6g0000005pYoAAI","0056g000003hlBjAAI","","O-000163","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","$500,001 - $5 million","3.0","a306g0000001sozAAA","149232477749760795","","false"
"a2z6g0000005pYpAAI","0056g000003hlBjAAI","","O-000167","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","501,000 - 5 million","3.0","a306g0000001sp0AAA","982668053101706007","","false"
"a2z6g0000005pYqAAI","0056g000003hlBjAAI","","O-000164","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","$5.001 million - $10 million","4.0","a306g0000001sozAAA","628865177794377663","","false"
"a2z6g0000005pYrAAI","0056g000003hlBjAAI","","O-000166","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","250,001 - 500,000","2.0","a306g0000001sp0AAA","675063243756540792","","false"
"a2z6g0000005pYsAAI","0056g000003hlBjAAI","","O-000168","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","5.1 million - 10 million","4.0","a306g0000001sp0AAA","971837505132447235","","false"
"a2z6g0000005pYtAAI","0056g000003hlBjAAI","","O-000169","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Yes","1.0","a306g0000001sp1AAA","451621344522503843","","false"
"a2z6g0000005pYuAAI","0056g000003hlBjAAI","","O-000173","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","more than 7 a month","3.0","a306g0000001spUAAQ","611075652758211628","","false"
"a2z6g0000005pYvAAI","0056g000003hlBjAAI","","O-000170","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","No","2.0","a306g0000001sp1AAA","617852514921441416","","false"
"a2z6g0000005pYwAAI","0056g000003hlBjAAI","","O-000175","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","$3,000 - $9,9999","2.0","a306g0000001spVAAQ","599566798274965832","","false"
"a2z6g0000005pYxAAI","0056g000003hlBjAAI","","O-000171","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","1 - 3 a month","1.0","a306g0000001spUAAQ","123392923586312257","","false"
"a2z6g0000005pYyAAI","0056g000003hlBjAAI","","O-000172","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","4 - 7 a month","2.0","a306g0000001spUAAQ","505215493787458124","","false"
"a2z6g0000005pYzAAI","0056g000003hlBjAAI","","O-000174","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Less Than $3,000","1.0","a306g0000001spVAAQ","512363511348985484","","false"
"a2z6g0000005pZ0AAI","0056g000003hlBjAAI","","O-000176","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","$10,000 - $50,000","3.0","a306g0000001spVAAQ","777148421728039865","","false"
"a2z6g0000005pZ1AAI","0056g000003hlBjAAI","","O-000189","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Pay Day Lender","7.0","a306g0000001sp6AAA","812995133844152878","","false"
"a2z6g0000005pZ2AAI","0056g000003hlBjAAI","","O-000177","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Greater than $50,000","4.0","a306g0000001spVAAQ","873723357828833452","","false"
"a2z6g0000005pZ3AAI","0056g000003hlBjAAI","","O-000178","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Less than 1 year","1.0","a306g0000001sp3AAA","108236621460288013","","false"
"a2z6g0000005pZ4AAI","0056g000003hlBjAAI","","O-000193","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Yes","1.0","a306g0000001spWAAQ","200039482095586197","","false"
"a2z6g0000005pZ5AAI","0056g000003hlBjAAI","","O-000179","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Greater than 1 year","2.0","a306g0000001sp3AAA","628719476632075230","","false"
"a2z6g0000005pZ6AAI","0056g000003hlBjAAI","","O-000180","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Payroll","1.0","a306g0000001sp5AAA","115790078143153159","","false"
"a2z6g0000005pZ7AAI","0056g000003hlBjAAI","","O-000181","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Operations","2.0","a306g0000001sp5AAA","125080167941275607","","false"
"a2z6g0000005pZ8AAI","0056g000003hlBjAAI","","O-000184","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Marijuana Related Business","2.0","a306g0000001sp6AAA","215366858137619560","","false"
"a2z6g0000005pZ9AAI","0056g000003hlBjAAI","","O-000182","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Savings","3.0","a306g0000001sp5AAA","638619375410870000","","false"
"a2z6g0000005pZAAAY","0056g000003hlBjAAI","","O-000183","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Money Service Business","1.0","a306g0000001sp6AAA","380352480808523255","","false"
"a2z6g0000005pZBAAY","0056g000003hlBjAAI","","O-000185","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","IOLTA","3.0","a306g0000001sp6AAA","494752993588037502","","false"
"a2z6g0000005pZCAAY","0056g000003hlBjAAI","","O-000188","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Third Party Payment Processor","6.0","a306g0000001sp6AAA","340406982411231155","","false"
"a2z6g0000005pZDAAY","0056g000003hlBjAAI","","O-000186","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","NGO","4.0","a306g0000001sp6AAA","271161645500857483","","false"
"a2z6g0000005pZEAAY","0056g000003hlBjAAI","","O-000187","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Embassy","5.0","a306g0000001sp6AAA","789589310647325170","","false"
"a2z6g0000005pZFAAY","0056g000003hlBjAAI","","O-000190","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Cash Intensive Business","8.0","a306g0000001sp6AAA","507556794774516209","","false"
"a2z6g0000005pZGAAY","0056g000003hlBjAAI","","O-000191","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Prof Service Provider","9.0","a306g0000001sp6AAA","627056881603596477","","false"
"a2z6g0000005pZHAAY","0056g000003hlBjAAI","","O-000192","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","FFI & NFFE","10.0","a306g0000001sp6AAA","354389797816000635","","false"
"a2z6g0000005pZIAAY","0056g000003hlBjAAI","","O-000194","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","No","2.0","a306g0000001spWAAQ","285429824699969476","","false"
"a2z6g0000005pZJAAY","0056g000003hlBjAAI","","O-000195","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Yes","1.0","a306g0000001spXAAQ","302922618584553049","","false"
"a2z6g0000005pZKAAY","0056g000003hlBjAAI","","O-000196","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","No","2.0","a306g0000001spXAAQ","050806434477637014","","false"
"a2z6g0000005pZLAAY","0056g000003hlBjAAI","","O-000197","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Online Banking","1.0","a306g0000001spYAAQ","005993908386246730","","false"
"a2z6g0000005pZMAAY","0056g000003hlBjAAI","","O-000198","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Sweep Accounts","2.0","a306g0000001spYAAQ","039302696472202928","","false"
"a2z6g0000005pZNAAY","0056g000003hlBjAAI","","O-000199","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","ACH","3.0","a306g0000001spYAAQ","265040727524458558","","false"
"a2z6g0000005pZOAAY","0056g000003hlBjAAI","","O-000200","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Wire transfer","4.0","a306g0000001spYAAQ","530219880302449867","","false"
"a2z6g0000005pZPAAY","0056g000003hlBjAAI","","O-000201","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","None","5.0","a306g0000001spYAAQ","170003956409477656","","false"
"a2z6g0000005pZQAAY","0056g000003hlBjAAI","","O-000202","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","$0 - $10,000","1.0","a306g0000001sp4AAA","006906589429542707","","false"
"a2z6g0000005pZRAAY","0056g000003hlBjAAI","","O-000203","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","$10,000 - $50,000","2.0","a306g0000001sp4AAA","318760108860471110","","false"
"a2z6g0000005pZSAAY","0056g000003hlBjAAI","","O-000204","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Greater than $50,000","3.0","a306g0000001sp4AAA","274151551354253852","","false"
"a2z6g0000005pZTAAY","0056g000003hlBjAAI","","O-000211","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Yes","1.0","a306g0000001spcAAA","938775136435397212","","false"
"a2z6g0000005pZUAAY","0056g000003hlBjAAI","","O-000205","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Yes","1.0","a306g0000001spZAAQ","777276562181456486","","false"
"a2z6g0000005pZVAAY","0056g000003hlBjAAI","","O-000206","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","No","2.0","a306g0000001spZAAQ","464630486149616060","","false"
"a2z6g0000005pZWAAY","0056g000003hlBjAAI","","O-000207","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Yes","1.0","a306g0000001spaAAA","364043826245853643","","false"
"a2z6g0000005pZXAAY","0056g000003hlBjAAI","","O-000208","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","No","2.0","a306g0000001spaAAA","874736028007249105","","false"
"a2z6g0000005pZYAAY","0056g000003hlBjAAI","","O-000209","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Yes","1.0","a306g0000001spbAAA","128584636260785032","","false"
"a2z6g0000005pZZAAY","0056g000003hlBjAAI","","O-000210","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","No","2.0","a306g0000001spbAAA","759515274362594922","","false"
"a2z6g0000005pZaAAI","0056g000003hlBjAAI","","O-000212","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","No","2.0","a306g0000001spcAAA","911344992016090563","","false"
"a2z6g0000005pZbAAI","0056g000003hlBjAAI","","O-000213","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Less Than $3,000","1.0","a306g0000001sp2AAA","941862195050476335","","false"
"a2z6g0000005pZcAAI","0056g000003hlBjAAI","","O-000214","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","$3,000 - $9,999","2.0","a306g0000001sp2AAA","234222170791125600","","false"
"a2z6g0000005pZdAAI","0056g000003hlBjAAI","","O-000215","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","$10,000 - $50,000","3.0","a306g0000001sp2AAA","997340040350169332","","false"
"a2z6g0000005pZeAAI","0056g000003hlBjAAI","","O-000216","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","Greater than $50,000","4.0","a306g0000001sp2AAA","013191037297881668","","false"
