"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ConnectionReceivedId","ConnectionSentId","LLC_BI__Risk_Grade_Factor__c","LLC_BI__Description__c","LLC_BI__High__c","LLC_BI__Low__c","LLC_BI__Risk_Grade__c","LLC_BI__lookupKey__c","LLC_BI__QV_Index__c"
"a0x6g0000003KJWAA2","","RGC-000005305","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7hAAE","","0.99","0.75","5","",""
"a0x6g0000003KJXAA2","","RGC-000005306","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7hAAE","","0.74","0.5","6","",""
"a0x6g0000003KJYAA2","","RGC-000005307","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7hAAE","","0.49","","7","",""
"a0x6g0000003KJZAA2","","RGC-000005308","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7iAAE","","","751.0","1","",""
"a0x6g0000003KJaAAM","","RGC-000005309","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7iAAE","","750.0","725.0","2","",""
"a0x6g0000003KJbAAM","","RGC-000005310","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7iAAE","","724.0","675.0","3","",""
"a0x6g0000003KJcAAM","","RGC-000005311","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7iAAE","","674.0","650.0","4","",""
"a0x6g0000003KJdAAM","","RGC-000005312","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7iAAE","","649.0","625.0","5","",""
"a0x6g0000003KJeAAM","","RGC-000005313","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7iAAE","","624.0","600.0","6","",""
"a0x6g0000003KJfAAM","","RGC-000005314","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7iAAE","","599.0","","7","",""
"a0x6g0000003KJgAAM","","RGC-000005315","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7jAAE","","","2.5","1","",""
"a0x6g0000003KJhAAM","","RGC-000005316","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7jAAE","","2.49","1.75","2","",""
"a0x6g0000003KJiAAM","","RGC-000005317","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7jAAE","","1.74","1.1","3","",""
"a0x6g0000003KJjAAM","","RGC-000005318","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7jAAE","","1.09","1.0","4","",""
"a0x6g0000003KJkAAM","","RGC-000005319","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7jAAE","","0.99","0.75","5","",""
"a0x6g0000003KJlAAM","","RGC-000005320","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7jAAE","","0.74","0.5","6","",""
"a0x6g0000003KJmAAM","","RGC-000005321","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7jAAE","","0.49","","7","",""
"a0x6g0000003KJnAAM","","RGC-000005322","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7kAAE","","","751.0","1","",""
"a0x6g0000003KJoAAM","","RGC-000005323","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7kAAE","","750.0","725.0","2","",""
"a0x6g0000003KJpAAM","","RGC-000005324","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7kAAE","","724.0","675.0","3","",""
"a0x6g0000003KJqAAM","","RGC-000005325","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7kAAE","","674.0","650.0","4","",""
"a0x6g0000003KJrAAM","","RGC-000005326","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7kAAE","","649.0","625.0","5","",""
"a0x6g0000003KJsAAM","","RGC-000005327","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7kAAE","","624.0","600.0","6","",""
"a0x6g0000003KJtAAM","","RGC-000005328","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7kAAE","","599.0","","7","",""
"a0x6g0000003KJuAAM","","RGC-000005329","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7lAAE","","","2.5","1","",""
"a0x6g0000003KJvAAM","","RGC-000005330","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7lAAE","","2.49","1.75","2","",""
"a0x6g0000003KJwAAM","","RGC-000005331","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7lAAE","","1.74","1.1","3","",""
"a0x6g0000003KJxAAM","","RGC-000005332","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7lAAE","","1.09","1.0","4","",""
"a0x6g0000003KJyAAM","","RGC-000005333","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7lAAE","","0.99","0.75","5","",""
"a0x6g0000003KJzAAM","","RGC-000005334","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7lAAE","","0.74","0.5","6","",""
"a0x6g0000003KK0AAM","","RGC-000005335","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7lAAE","","0.49","","7","",""
"a0x6g0000003KK1AAM","","RGC-000005336","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7mAAE","","","751.0","1","",""
"a0x6g0000003KK2AAM","","RGC-000005337","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7mAAE","","750.0","725.0","2","",""
"a0x6g0000003KK3AAM","","RGC-000005338","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7mAAE","","724.0","675.0","3","",""
"a0x6g0000003KK4AAM","","RGC-000005339","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7mAAE","","674.0","650.0","4","",""
"a0x6g0000003KK5AAM","","RGC-000005340","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7mAAE","","649.0","625.0","5","",""
"a0x6g0000003KK6AAM","","RGC-000005341","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7mAAE","","624.0","600.0","6","",""
"a0x6g0000003KK7AAM","","RGC-000005342","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7mAAE","","599.0","","7","",""
"a0x6g0000003KK8AAM","","RGC-000000000","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7rAAE","","","2.5","1","",""
"a0x6g0000003KK9AAM","","RGC-000000001","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7rAAE","","2.49","1.75","2","",""
"a0x6g0000003KKAAA2","","RGC-000000002","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7rAAE","","1.74","1.1","3","",""
"a0x6g0000003KKBAA2","","RGC-000000003","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7rAAE","","1.09","1.0","4","",""
"a0x6g0000003KKCAA2","","RGC-000000004","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7rAAE","","0.99","0.75","5","",""
"a0x6g0000003KKDAA2","","RGC-000000005","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7rAAE","","0.74","0.5","6","",""
"a0x6g0000003KKEAA2","","RGC-000000006","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7rAAE","","0.49","","7","",""
"a0x6g0000003KKFAA2","","RGC-000000007","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7sAAE","","","751.0","1","",""
"a0x6g0000003KKGAA2","","RGC-000000008","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7sAAE","","750.0","725.0","2","",""
"a0x6g0000003KKHAA2","","RGC-000000009","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7sAAE","","724.0","675.0","3","",""
"a0x6g0000003KKIAA2","","RGC-000000010","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7sAAE","","674.0","650.0","4","",""
"a0x6g0000003KKJAA2","","RGC-000000011","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7sAAE","","649.0","625.0","5","",""
"a0x6g0000003KKKAA2","","RGC-000000012","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7sAAE","","624.0","600.0","6","",""
"a0x6g0000003KKLAA2","","RGC-000000013","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7sAAE","","599.0","","7","",""
"a0x6g0000003KKMAA2","","RGC-000000014","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7tAAE","","","2.5","1","",""
"a0x6g0000003KKNAA2","","RGC-000000015","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7tAAE","","2.49","1.75","2","",""
"a0x6g0000003KKOAA2","","RGC-000000016","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7tAAE","","1.74","1.1","3","",""
"a0x6g0000003KKPAA2","","RGC-000000017","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7tAAE","","1.09","1.0","4","",""
"a0x6g0000003KKQAA2","","RGC-000000018","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7tAAE","","0.99","0.75","5","",""
"a0x6g0000003KKRAA2","","RGC-000000019","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7tAAE","","0.74","0.5","6","",""
"a0x6g0000003KKSAA2","","RGC-000000020","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7tAAE","","0.49","","7","",""
"a0x6g0000003KKTAA2","","RGC-000000021","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7uAAE","","","751.0","1","",""
"a0x6g0000003KKUAA2","","RGC-000000022","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7uAAE","","750.0","725.0","2","",""
"a0x6g0000003KKVAA2","","RGC-000000023","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7uAAE","","724.0","675.0","3","",""
"a0x6g0000003KKWAA2","","RGC-000000024","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7uAAE","","674.0","650.0","4","",""
"a0x6g0000003KKXAA2","","RGC-000000025","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7uAAE","","649.0","625.0","5","",""
"a0x6g0000003KKYAA2","","RGC-000000026","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7uAAE","","624.0","600.0","6","",""
"a0x6g0000003KKZAA2","","RGC-000000027","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7uAAE","","599.0","","7","",""
"a0x6g0000003KKaAAM","","RGC-000002170","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7vAAE","","","751.0","1","",""
"a0x6g0000003KKbAAM","","RGC-000002171","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7vAAE","","750.0","725.0","2","",""
"a0x6g0000003KKcAAM","","RGC-000002172","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7vAAE","","724.0","675.0","3","",""
"a0x6g0000003KKdAAM","","RGC-000002173","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7vAAE","","674.0","650.0","4","",""
"a0x6g0000003KKeAAM","","RGC-000002174","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7vAAE","","649.0","625.0","5","",""
"a0x6g0000003KKfAAM","","RGC-000002175","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7vAAE","","624.0","600.0","6","",""
"a0x6g0000003KKgAAM","","RGC-000002176","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7vAAE","","599.0","","7","",""
"a0x6g0000003KKhAAM","","RGC-000002177","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7wAAE","","","2.5","1","",""
"a0x6g0000003KKiAAM","","RGC-000002178","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7wAAE","","2.49","1.75","2","",""
"a0x6g0000003KKjAAM","","RGC-000002179","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7wAAE","","1.74","1.1","3","",""
"a0x6g0000003KKkAAM","","RGC-000002180","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7wAAE","","1.09","1.0","4","",""
"a0x6g0000003KKlAAM","","RGC-000002181","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7wAAE","","0.99","0.75","5","",""
"a0x6g0000003KKmAAM","","RGC-000002182","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7wAAE","","0.74","0.5","6","",""
"a0x6g0000003KKnAAM","","RGC-000002183","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7wAAE","","0.49","","7","",""
"a0x6g0000003KKoAAM","","RGC-000002216","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7xAAE","","","751.0","1","",""
"a0x6g0000003KKpAAM","","RGC-000002217","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7xAAE","","750.0","725.0","2","",""
"a0x6g0000003KKqAAM","","RGC-000002218","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7xAAE","","724.0","675.0","3","",""
"a0x6g0000003KKrAAM","","RGC-000002219","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7xAAE","","674.0","650.0","4","",""
"a0x6g0000003KKsAAM","","RGC-000002220","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7xAAE","","649.0","625.0","5","",""
"a0x6g0000003KKtAAM","","RGC-000002221","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7xAAE","","624.0","600.0","6","",""
"a0x6g0000003KKuAAM","","RGC-000002222","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7xAAE","","599.0","","7","",""
"a0x6g0000003KKvAAM","","RGC-000002223","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7yAAE","","","2.5","1","",""
"a0x6g0000003KKwAAM","","RGC-000002224","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7yAAE","","2.49","1.75","2","",""
"a0x6g0000003KKxAAM","","RGC-000002225","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7yAAE","","1.74","1.1","3","",""
"a0x6g0000003KKyAAM","","RGC-000002226","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q7yAAE","","1.09","1.0","4","",""
