"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","ConnectionReceivedId","ConnectionSentId","LLC_BI__Risk_Grade_Factor__c","LLC_BI__Description__c","LLC_BI__High__c","LLC_BI__Low__c","LLC_BI__Risk_Grade__c","LLC_BI__lookupKey__c","LLC_BI__QV_Index__c"
"a0x6g0000003KMTAA2","","RGC-000005044","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8DAAU","","674.0","650.0","4","",""
"a0x6g0000003KMUAA2","","RGC-000005045","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8DAAU","","649.0","625.0","5","",""
"a0x6g0000003KMVAA2","","RGC-000005046","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8DAAU","","624.0","600.0","6","",""
"a0x6g0000003KMWAA2","","RGC-000005047","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8DAAU","","599.0","","7","",""
"a0x6g0000003KMXAA2","","RGC-000005048","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8EAAU","","","2.5","1","",""
"a0x6g0000003KMYAA2","","RGC-000005049","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8EAAU","","2.49","1.75","2","",""
"a0x6g0000003KMZAA2","","RGC-000005050","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8EAAU","","1.74","1.1","3","",""
"a0x6g0000003KMaAAM","","RGC-000005051","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8EAAU","","1.09","1.0","4","",""
"a0x6g0000003KMbAAM","","RGC-000005052","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8EAAU","","0.99","0.75","5","",""
"a0x6g0000003KMcAAM","","RGC-000005053","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8EAAU","","0.74","0.5","6","",""
"a0x6g0000003KMdAAM","","RGC-000005054","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8EAAU","","0.49","","7","",""
"a0x6g0000003KMeAAM","","RGC-000005055","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8FAAU","Inventory Supply Decline","","","2","",""
"a0x6g0000003KMfAAM","","RGC-000005056","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8FAAU","Inventory Supply Stable","","","4","",""
"a0x6g0000003KMgAAM","","RGC-000005057","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8FAAU","Abundant Inventory","","","7","",""
"a0x6g0000003KMhAAM","","RGC-000005058","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8GAAU","","10.0","0.0","1","",""
"a0x6g0000003KMiAAM","","RGC-000005059","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8GAAU","","20.0","10.01","2","",""
"a0x6g0000003KMjAAM","","RGC-000005060","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8GAAU","","50.0","30.01","4","",""
"a0x6g0000003KMkAAM","","RGC-000005061","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8GAAU","","70.0","50.01","5","",""
"a0x6g0000003KMlAAM","","RGC-000005062","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8GAAU","","80.0","70.01","6","",""
"a0x6g0000003KMmAAM","","RGC-000005063","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8GAAU","","100.0","80.01","7","",""
"a0x6g0000003KMnAAM","","RGC-000005064","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8HAAU","","","2.5","1","",""
"a0x6g0000003KMoAAM","","RGC-000005065","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8HAAU","","2.79","1.75","2","",""
"a0x6g0000003KMpAAM","","RGC-000005066","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8HAAU","","1.74","1.25","3","",""
"a0x6g0000003KMqAAM","","RGC-000005067","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8HAAU","","1.24","1.1","4","",""
"a0x6g0000003KMrAAM","","RGC-000005068","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8HAAU","","1.09","1.0","5","",""
"a0x6g0000003KMsAAM","","RGC-000005069","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8HAAU","","0.99","0.75","6","",""
"a0x6g0000003KMtAAM","","RGC-000005070","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8HAAU","","0.74","","7","",""
"a0x6g0000003KMuAAM","","RGC-000005071","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8IAAU","","","11.0","1","",""
"a0x6g0000003KMvAAM","","RGC-000005072","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8IAAU","","10.0","9.0","2","",""
"a0x6g0000003KMwAAM","","RGC-000005073","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8IAAU","","8.0","7.0","3","",""
"a0x6g0000003KMxAAM","","RGC-000005074","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8IAAU","","6.0","5.0","4","",""
"a0x6g0000003KMyAAM","","RGC-000005075","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8IAAU","","4.0","3.0","5","",""
"a0x6g0000003KMzAAM","","RGC-000005076","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8IAAU","","2.0","1.0","6","",""
"a0x6g0000003KN0AAM","","RGC-000005077","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8IAAU","","0.0","","7","",""
"a0x6g0000003KN1AAM","","RGC-000005078","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8JAAU","Very Good","","","1","",""
"a0x6g0000003KN2AAM","","RGC-000005079","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8JAAU","Good","","","2","",""
"a0x6g0000003KN3AAM","","RGC-000005080","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8JAAU","Average","","","3","",""
"a0x6g0000003KN4AAM","","RGC-000005081","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8JAAU","Poor","","","4","",""
"a0x6g0000003KN5AAM","","RGC-000005082","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8JAAU","Very Poor","","","5","",""
"a0x6g0000003KN6AAM","","RGC-000005083","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8JAAU","Exception","","","6","",""
"a0x6g0000003KN7AAM","","RGC-000005084","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8JAAU","N/A","","","7","",""
"a0x6g0000003KN8AAM","","RGC-000005085","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8KAAU","","","751.0","1","",""
"a0x6g0000003KN9AAM","","RGC-000005086","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8KAAU","","750.0","725.0","2","",""
"a0x6g0000003KNAAA2","","RGC-000005087","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8KAAU","","724.0","675.0","3","",""
"a0x6g0000003KNBAA2","","RGC-000005088","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8KAAU","","674.0","650.0","4","",""
"a0x6g0000003KNCAA2","","RGC-000005089","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8KAAU","","649.0","625.0","5","",""
"a0x6g0000003KNDAA2","","RGC-000005090","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8KAAU","","624.0","600.0","6","",""
"a0x6g0000003KNEAA2","","RGC-000005091","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8KAAU","","599.0","","7","",""
"a0x6g0000003KNFAA2","","RGC-000005092","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8LAAU","","","2.5","1","",""
"a0x6g0000003KNGAA2","","RGC-000005093","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8LAAU","","2.49","1.75","2","",""
"a0x6g0000003KNHAA2","","RGC-000005094","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8LAAU","","1.74","1.1","3","",""
"a0x6g0000003KNIAA2","","RGC-000005095","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8LAAU","","1.09","1.0","4","",""
"a0x6g0000003KNJAA2","","RGC-000005096","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8LAAU","","0.99","0.75","5","",""
"a0x6g0000003KNKAA2","","RGC-000005097","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8LAAU","","0.74","0.5","6","",""
"a0x6g0000003KNLAA2","","RGC-000005098","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8LAAU","","0.49","","7","",""
"a0x6g0000003KNMAA2","","RGC-000005099","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8MAAU","Inventory Supply Decline","","","2","",""
"a0x6g0000003KNNAA2","","RGC-000005100","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8MAAU","Inventory Supply Stable","","","4","",""
"a0x6g0000003KNOAA2","","RGC-000005101","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8MAAU","Abundant Inventory","","","7","",""
"a0x6g0000003KNPAA2","","RGC-000005102","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8NAAU","","10.0","0.0","1","",""
"a0x6g0000003KNQAA2","","RGC-000005103","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8NAAU","","20.0","10.01","2","",""
"a0x6g0000003KNRAA2","","RGC-000005104","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8NAAU","","50.0","30.01","4","",""
"a0x6g0000003KNSAA2","","RGC-000005105","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8NAAU","","70.0","50.01","5","",""
"a0x6g0000003KNTAA2","","RGC-000005106","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8NAAU","","80.0","70.01","6","",""
"a0x6g0000003KNUAA2","","RGC-000005107","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8NAAU","","100.0","80.01","7","",""
"a0x6g0000003KNVAA2","","RGC-000005108","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8OAAU","","","2.5","1","",""
"a0x6g0000003KNWAA2","","RGC-000005109","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8OAAU","","2.79","1.75","2","",""
"a0x6g0000003KNXAA2","","RGC-000005110","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8OAAU","","1.74","1.25","3","",""
"a0x6g0000003KNYAA2","","RGC-000005111","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8OAAU","","1.24","1.1","4","",""
"a0x6g0000003KNZAA2","","RGC-000005112","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8OAAU","","1.09","1.0","5","",""
"a0x6g0000003KNaAAM","","RGC-000005113","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8OAAU","","0.99","0.75","6","",""
"a0x6g0000003KNbAAM","","RGC-000005114","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8OAAU","","0.74","","7","",""
"a0x6g0000003KNcAAM","","RGC-000004934","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q83AAE","","","2.5","1","",""
"a0x6g0000003KNdAAM","","RGC-000004935","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q83AAE","","2.49","1.75","2","",""
"a0x6g0000003KNeAAM","","RGC-000004936","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q83AAE","","1.74","1.1","3","",""
"a0x6g0000003KNfAAM","","RGC-000004937","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q83AAE","","1.09","1.0","4","",""
"a0x6g0000003KNgAAM","","RGC-000004938","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q83AAE","","0.99","0.75","5","",""
"a0x6g0000003KNhAAM","","RGC-000004939","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q83AAE","","0.74","0.5","6","",""
"a0x6g0000003KNiAAM","","RGC-000004940","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q83AAE","","0.49","","7","",""
"a0x6g0000003KNjAAM","","RGC-000005115","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8PAAU","","","2.5","1","",""
"a0x6g0000003KNkAAM","","RGC-000005116","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8PAAU","","2.49","1.75","2","",""
"a0x6g0000003KNlAAM","","RGC-000005117","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8PAAU","","1.74","1.1","3","",""
"a0x6g0000003KNmAAM","","RGC-000005118","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8PAAU","","1.09","1.0","4","",""
"a0x6g0000003KNnAAM","","RGC-000005119","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8PAAU","","0.99","0.75","5","",""
"a0x6g0000003KNoAAM","","RGC-000005120","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8PAAU","","0.74","0.5","6","",""
"a0x6g0000003KNpAAM","","RGC-000005121","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8PAAU","","0.49","","7","",""
"a0x6g0000003KNqAAM","","RGC-000005122","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8QAAU","","","751.0","1","",""
"a0x6g0000003KNrAAM","","RGC-000005123","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8QAAU","","750.0","725.0","2","",""
"a0x6g0000003KNsAAM","","RGC-000005124","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8QAAU","","724.0","675.0","3","",""
"a0x6g0000003KNtAAM","","RGC-000005125","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8QAAU","","674.0","650.0","4","",""
"a0x6g0000003KNuAAM","","RGC-000005126","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8QAAU","","649.0","625.0","5","",""
"a0x6g0000003KNvAAM","","RGC-000005127","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8QAAU","","624.0","600.0","6","",""
"a0x6g0000003KNwAAM","","RGC-000005128","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","","","a0z6g0000003Q8QAAU","","599.0","","7","",""
